"","alltrial","subid","age","condition","agent","leftObject","rightObject","targetOnTable","pick","target","trial","control","rt","correct","targetObj","age_num"
"49","9","180722_3_inf","3","informativeness","Sheep","t15","t11","inner","t11","left","7","false",15876,0,"t15",3.49315068493151
"50","10","180722_3_inf","3","informativeness","Monkey","t16","t5","outer","t5","right","8","true",8453,1,"t5",3.49315068493151
"51","1","180722_4_inf","3","informativeness","Elephant","car","bear","inner","car","left","train","false",12824,1,"car",3.81095890410959
"52","2","180722_4_inf","3","informativeness","Pig","duck","ball","outer","ball","right","train","false",10180,1,"ball",3.81095890410959
"53","3","180722_4_inf","3","informativeness","Sheep","t6","t9","inner","t9","right","1","true",11128,1,"t9",3.81095890410959
"54","4","180722_4_inf","3","informativeness","Cat","t7","t1","outer","t7","right","2","false",11310,0,"t1",3.81095890410959
"55","5","180722_4_inf","3","informativeness","Beaver","t12","t2","outer","t12","right","3","false",11279,0,"t2",3.81095890410959
"56","6","180722_4_inf","3","informativeness","Tiger","t10","t3","outer","t10","right","4","true",8473,0,"t3",3.81095890410959
"57","7","180722_4_inf","3","informativeness","Elephant","t14","t11","outer","t11","left","5","false",10418,0,"t14",3.81095890410959
"58","8","180722_4_inf","3","informativeness","Pig","t15","t4","inner","t15","left","6","true",8085,1,"t15",3.81095890410959
"59","9","180722_4_inf","3","informativeness","Mouse","t16","t8","outer","t8","left","7","true",11201,0,"t16",3.81095890410959
"60","10","180722_4_inf","3","informativeness","Frog","t17","t5","outer","t5","left","8","false",11592,0,"t17",3.81095890410959
"61","1","180722_6_inf","3","informativeness","Elephant","car","bear","inner","car","left","train","false",15740,1,"car",3.43287671232877
"62","2","180722_6_inf","3","informativeness","Pig","duck","ball","outer","ball","right","train","false",8586,1,"ball",3.43287671232877
"63","3","180722_6_inf","3","informativeness","Tiger","t15","t9","outer","t15","right","1","true",14644,0,"t9",3.43287671232877
"64","4","180722_6_inf","3","informativeness","Elephant","t14","t6","outer","t14","right","2","false",9583,0,"t6",3.43287671232877
"65","5","180722_6_inf","3","informativeness","Bear","t3","t5","outer","t5","left","3","true",8651,0,"t3",3.43287671232877
"66","6","180722_6_inf","3","informativeness","Pig","t11","t12","inner","t11","left","4","false",9428,1,"t11",3.43287671232877
"67","7","180722_6_inf","3","informativeness","Sheep","t16","t1","outer","t1","left","5","true",11443,0,"t16",3.43287671232877
"68","8","180722_6_inf","3","informativeness","Mouse","t2","t4","outer","t4","left","6","false",9985,0,"t2",3.43287671232877
"69","9","180722_6_inf","3","informativeness","Cat","t17","t8","inner","t8","right","7","false",8245,1,"t8",3.43287671232877
"70","10","180722_6_inf","3","informativeness","Dog","t7","t10","inner","t10","right","8","true",11874,1,"t10",3.43287671232877
"71","1","180723_11_inf","4","informativeness","Elephant","car","bear","inner","car","left","train","false",10942,1,"car",4.73424657534247
"72","2","180723_11_inf","4","informativeness","Pig","duck","ball","outer","ball","right","train","false",9471,1,"ball",4.73424657534247
"73","3","180723_11_inf","4","informativeness","Dog","t17","t9","inner","t9","right","1","true",12335,1,"t9",4.73424657534247
"74","4","180723_11_inf","4","informativeness","Bear","t15","t6","inner","t15","left","2","false",10112,1,"t15",4.73424657534247
"75","5","180723_11_inf","4","informativeness","Bunny","t3","t8","outer","t8","right","3","true",11672,1,"t8",4.73424657534247
"76","6","180723_11_inf","4","informativeness","Monkey","t5","t10","outer","t10","right","4","false",10439,1,"t10",4.73424657534247
"77","7","180723_11_inf","4","informativeness","Sheep","t1","t7","inner","t1","right","5","true",11613,0,"t7",4.73424657534247
"78","8","180723_11_inf","4","informativeness","Elephant","t2","t4","inner","t2","left","6","false",11773,1,"t2",4.73424657534247
"79","9","180723_11_inf","4","informativeness","Pig","t16","t12","outer","t12","left","7","true",11045,0,"t16",4.73424657534247
"80","10","180723_11_inf","4","informativeness","Beaver","t14","t11","inner","t14","left","8","false",9817,1,"t14",4.73424657534247
"81","1","180723_13_inf","3","informativeness","Elephant","car","bear","inner","car","left","train","false",15268,1,"car",3.8958904109589
"82","2","180723_13_inf","3","informativeness","Pig","duck","ball","outer","ball","right","train","false",8312,1,"ball",3.8958904109589
"83","3","180723_13_inf","3","informativeness","Sheep","t8","t12","inner","t8","left","1","true",12795,1,"t8",3.8958904109589
"84","4","180723_13_inf","3","informativeness","Beaver","t6","t11","outer","t6","left","2","false",10426,1,"t6",3.8958904109589
"85","5","180723_13_inf","3","informativeness","Tiger","t10","t15","inner","t15","left","3","true",11405,0,"t10",3.8958904109589
"86","6","180723_13_inf","3","informativeness","Cat","t5","t14","inner","t5","left","4","false",10295,1,"t5",3.8958904109589
"87","7","180723_13_inf","3","informativeness","Elephant","t17","t4","outer","t4","right","5","true",13103,1,"t4",3.8958904109589
"88","8","180723_13_inf","3","informativeness","Bunny","t3","t16","inner","t3","right","6","false",13904,0,"t16",3.8958904109589
"89","9","180723_13_inf","3","informativeness","Mouse","t1","t9","inner","t1","right","7","false",15749,0,"t9",3.8958904109589
"90","10","180723_13_inf","3","informativeness","Monkey","t7","t2","inner","t2","right","8","true",11451,1,"t2",3.8958904109589
"91","1","180723_3_inf","3","informativeness","Elephant","car","bear","inner","car","left","train","false",12599,1,"car",3.52602739726027
"92","2","180723_3_inf","3","informativeness","Pig","duck","ball","outer","ball","right","train","false",10282,1,"ball",3.52602739726027
"93","3","180723_3_inf","3","informativeness","Cat","t8","t5","outer","t5","left","1","true",11556,0,"t8",3.52602739726027
"94","4","180723_3_inf","3","informativeness","Tiger","t15","t2","inner","t2","right","2","false",8859,1,"t2",3.52602739726027
"95","5","180723_3_inf","3","informativeness","Beaver","t16","t9","inner","t16","left","3","true",11099,1,"t16",3.52602739726027
"96","6","180723_3_inf","3","informativeness","Sheep","t6","t17","outer","t6","right","4","false",8327,0,"t17",3.52602739726027
"97","7","180723_3_inf","3","informativeness","Bunny","t4","t12","outer","t12","left","5","false",12697,0,"t4",3.52602739726027
"98","8","180723_3_inf","3","informativeness","Pig","t14","t10","outer","t10","left","6","true",12180,0,"t14",3.52602739726027
"99","9","180723_3_inf","3","informativeness","Bear","t3","t7","outer","t3","right","7","false",11246,0,"t7",3.52602739726027
"100","10","180723_3_inf","3","informativeness","Dog","t1","t11","outer","t1","right","8","true",12847,0,"t11",3.52602739726027
"101","1","180723_4_inf","3","informativeness","Elephant","car","bear","inner","car","left","train","false",8259,1,"car",3.92328767123288
"102","2","180723_4_inf","3","informativeness","Pig","duck","ball","outer","ball","right","train","false",10378,1,"ball",3.92328767123288
"103","3","180723_4_inf","3","informativeness","Sheep","t12","t6","outer","t12","left","1","true",10152,1,"t12",3.92328767123288
"104","4","180723_4_inf","3","informativeness","Frog","t9","t15","inner","t9","left","2","false",8548,1,"t9",3.92328767123288
"105","5","180723_4_inf","3","informativeness","Beaver","t16","t5","inner","t16","left","3","true",9897,1,"t16",3.92328767123288
"106","6","180723_4_inf","3","informativeness","Tiger","t14","t8","inner","t14","right","4","false",8147,0,"t8",3.92328767123288
"107","7","180723_4_inf","3","informativeness","Pig","t10","t17","outer","t17","right","5","true",12238,1,"t17",3.92328767123288
"108","8","180723_4_inf","3","informativeness","Cat","t11","t7","inner","t11","right","6","false",8152,0,"t7",3.92328767123288
"109","9","180723_4_inf","3","informativeness","Mouse","t3","t1","outer","t1","left","7","false",9126,0,"t3",3.92328767123288
"110","10","180723_4_inf","3","informativeness","Bear","t4","t2","inner","t2","right","8","true",11174,1,"t2",3.92328767123288
"111","1","180723_5_inf","3","informativeness","Elephant","car","bear","inner","car","left","train","false",11860,1,"car",3.01917808219178
"112","2","180723_5_inf","3","informativeness","Pig","duck","ball","outer","ball","right","train","false",9613,1,"ball",3.01917808219178
"113","3","180723_5_inf","3","informativeness","Sheep","t17","t8","outer","t8","right","1","true",11170,1,"t8",3.01917808219178
"114","4","180723_5_inf","3","informativeness","Beaver","t11","t10","inner","t10","left","2","false",10364,0,"t11",3.01917808219178
"115","5","180723_5_inf","3","informativeness","Mouse","t3","t7","outer","t3","right","3","true",11745,0,"t7",3.01917808219178
"116","6","180723_5_inf","3","informativeness","Elephant","t9","t15","outer","t15","left","4","false",11180,0,"t9",3.01917808219178
"117","7","180723_5_inf","3","informativeness","Bear","t1","t5","inner","t5","left","5","false",9653,0,"t1",3.01917808219178
"118","8","180723_5_inf","3","informativeness","Cat","t2","t12","outer","t2","right","6","true",8755,0,"t12",3.01917808219178
"119","9","180723_5_inf","3","informativeness","Pig","t16","t14","inner","t16","right","7","true",11025,0,"t14",3.01917808219178
"120","10","180723_5_inf","3","informativeness","Tiger","t4","t6","inner","t6","left","8","false",13783,0,"t4",3.01917808219178
"121","1","180723_6_inf","4","informativeness","Elephant","car","bear","inner","car","left","train","false",13432,1,"car",4.43013698630137
"122","2","180723_6_inf","4","informativeness","Pig","duck","ball","outer","ball","right","train","false",11448,1,"ball",4.43013698630137
"123","3","180723_6_inf","4","informativeness","Sheep","t9","t4","inner","t9","left","1","true",15552,1,"t9",4.43013698630137
"124","4","180723_6_inf","4","informativeness","Cat","t11","t7","outer","t7","left","2","false",14095,0,"t11",4.43013698630137
"125","5","180723_6_inf","4","informativeness","Mouse","t16","t6","inner","t16","right","3","true",10770,0,"t6",4.43013698630137
"126","6","180723_6_inf","4","informativeness","Beaver","t17","t3","outer","t3","right","4","false",10568,1,"t3",4.43013698630137
"127","7","180723_6_inf","4","informativeness","Tiger","t1","t10","inner","t10","right","5","false",9224,1,"t10",4.43013698630137
"128","8","180723_6_inf","4","informativeness","Bunny","t15","t5","inner","t15","left","6","true",9438,1,"t15",4.43013698630137
"129","9","180723_6_inf","4","informativeness","Monkey","t12","t2","outer","t2","right","7","false",11412,1,"t2",4.43013698630137
"130","10","180723_6_inf","4","informativeness","Frog","t14","t8","outer","t8","left","8","true",11490,0,"t14",4.43013698630137
"131","1","180723_7_inf","3","informativeness","Elephant","car","bear","inner","car","left","train","false",11420,1,"car",3.67945205479452
"132","2","180723_7_inf","3","informativeness","Pig","duck","ball","outer","ball","right","train","false",10382,1,"ball",3.67945205479452
"133","3","180723_7_inf","3","informativeness","Sheep","t9","t7","outer","t7","right","1","true",11980,1,"t7",3.67945205479452
"134","4","180723_7_inf","3","informativeness","Beaver","t3","t11","inner","t3","left","2","false",11715,1,"t3",3.67945205479452
"135","5","180723_7_inf","3","informativeness","Tiger","t5","t1","outer","t1","right","3","false",12639,1,"t1",3.67945205479452
"136","6","180723_7_inf","3","informativeness","Cat","t16","t17","outer","t17","left","4","true",15313,0,"t16",3.67945205479452
"137","7","180723_7_inf","3","informativeness","Bunny","t12","t14","inner","t12","right","5","false",12936,0,"t14",3.67945205479452
"138","8","180723_7_inf","3","informativeness","Dog","t10","t15","outer","t15","left","6","true",13465,0,"t10",3.67945205479452
"139","9","180723_7_inf","3","informativeness","Bear","t6","t8","inner","t6","right","7","false",11190,0,"t8",3.67945205479452
"140","10","180723_7_inf","3","informativeness","Mouse","t4","t2","outer","t4","left","8","true",13651,1,"t4",3.67945205479452
"141","1","180725_10_inf","4","informativeness","Elephant","car","bear","inner","car","left","train","false",12702,1,"car",4.50958904109589
"142","2","180725_10_inf","4","informativeness","Pig","duck","ball","outer","ball","right","train","false",9849,1,"ball",4.50958904109589
"143","3","180725_10_inf","4","informativeness","Cat","t8","t1","inner","t1","left","1","true",14215,0,"t8",4.50958904109589
"144","4","180725_10_inf","4","informativeness","Mouse","t2","t9","outer","t2","right","2","false",8223,0,"t9",4.50958904109589
"145","5","180725_10_inf","4","informativeness","Frog","t4","t5","outer","t4","right","3","false",8727,0,"t5",4.50958904109589
"146","6","180725_10_inf","4","informativeness","Tiger","t14","t6","inner","t6","right","4","true",11694,1,"t6",4.50958904109589
"147","7","180725_10_inf","4","informativeness","Beaver","t11","t3","outer","t3","left","5","true",8161,0,"t11",4.50958904109589
"148","8","180725_10_inf","4","informativeness","Sheep","t7","t17","inner","t17","left","6","false",8149,0,"t7",4.50958904109589
"149","9","180725_10_inf","4","informativeness","Elephant","t15","t10","inner","t10","right","7","true",8310,1,"t10",4.50958904109589
"150","10","180725_10_inf","4","informativeness","Pig","t16","t12","outer","t16","left","8","false",8464,1,"t16",4.50958904109589
"151","1","180725_11_inf","4","informativeness","Elephant","car","bear","inner","car","left","train","false",11280,1,"car",4.15342465753425
"152","2","180725_11_inf","4","informativeness","Pig","duck","ball","outer","ball","right","train","false",9934,1,"ball",4.15342465753425
"153","3","180725_11_inf","4","informativeness","Bunny","t11","t6","outer","t11","right","1","true",13977,0,"t6",4.15342465753425
"154","4","180725_11_inf","4","informativeness","Cat","t9","t15","outer","t9","left","2","false",11800,1,"t9",4.15342465753425
"155","5","180725_11_inf","4","informativeness","Tiger","t2","t17","inner","t2","right","3","true",12099,0,"t17",4.15342465753425
"156","6","180725_11_inf","4","informativeness","Beaver","t10","t5","inner","t10","right","4","false",10863,0,"t5",4.15342465753425
"157","7","180725_11_inf","4","informativeness","Sheep","t4","t7","inner","t4","left","5","true",11075,1,"t4",4.15342465753425
"158","8","180725_11_inf","4","informativeness","Pig","t8","t16","outer","t16","left","6","false",11399,0,"t8",4.15342465753425
"159","9","180725_11_inf","4","informativeness","Bear","t12","t1","inner","t12","left","7","true",10529,1,"t12",4.15342465753425
"160","10","180725_11_inf","4","informativeness","Monkey","t3","t14","outer","t3","right","8","false",10874,0,"t14",4.15342465753425
"161","1","180725_1_inf","4","informativeness","Elephant","car","bear","inner","car","left","train","false",11751,1,"car",4.64383561643836
"162","2","180725_1_inf","4","informativeness","Pig","duck","ball","outer","ball","right","train","false",10185,1,"ball",4.64383561643836
"163","3","180725_1_inf","4","informativeness","Bear","t17","t5","inner","t17","right","1","true",41899,0,"t5",4.64383561643836
"164","4","180725_1_inf","4","informativeness","Sheep","t12","t6","outer","t12","left","2","false",13195,1,"t12",4.64383561643836
"165","5","180725_1_inf","4","informativeness","Pig","t10","t14","outer","t14","right","3","true",11254,1,"t14",4.64383561643836
"166","6","180725_1_inf","4","informativeness","Beaver","t11","t7","inner","t7","left","4","false",10678,0,"t11",4.64383561643836
"167","7","180725_1_inf","4","informativeness","Frog","t16","t8","inner","t8","left","5","false",11442,0,"t16",4.64383561643836
"168","8","180725_1_inf","4","informativeness","Dog","t15","t3","outer","t15","left","6","true",11669,1,"t15",4.64383561643836
"169","9","180725_1_inf","4","informativeness","Tiger","t9","t1","outer","t1","right","7","true",12118,1,"t1",4.64383561643836
"170","10","180725_1_inf","4","informativeness","Monkey","t4","t2","inner","t4","right","8","false",11841,0,"t2",4.64383561643836
"171","1","180725_3_inf","3","informativeness","Elephant","car","bear","inner","car","left","train","false",13994,1,"car",3.59452054794521
"172","2","180725_3_inf","3","informativeness","Pig","duck","ball","outer","ball","right","train","false",11357,1,"ball",3.59452054794521
"173","3","180725_3_inf","3","informativeness","Cat","t10","t14","outer","t10","right","1","true",14198,0,"t14",3.59452054794521
"174","4","180725_3_inf","3","informativeness","Elephant","t4","t16","inner","t16","right","2","false",11734,1,"t16",3.59452054794521
"175","5","180725_3_inf","3","informativeness","Sheep","t1","t11","inner","t11","left","3","true",12211,0,"t1",3.59452054794521
"176","6","180725_3_inf","3","informativeness","Bear","t6","t8","inner","t8","right","4","false",10419,1,"t8",3.59452054794521
"177","7","180725_3_inf","3","informativeness","Dog","t7","t15","outer","t7","right","5","false",11938,0,"t15",3.59452054794521
"178","8","180725_3_inf","3","informativeness","Monkey","t2","t17","outer","t17","left","6","true",13342,0,"t2",3.59452054794521
"179","9","180725_3_inf","3","informativeness","Mouse","t3","t9","outer","t9","left","7","true",13810,0,"t3",3.59452054794521
"180","10","180725_3_inf","3","informativeness","Frog","t5","t12","outer","t12","left","8","false",11184,0,"t5",3.59452054794521
"181","1","180725_4_inf","4","informativeness","Elephant","car","bear","inner","car","left","train","false",11925,1,"car",4.63561643835616
"182","2","180725_4_inf","4","informativeness","Pig","duck","ball","outer","ball","right","train","false",9945,1,"ball",4.63561643835616
"183","3","180725_4_inf","4","informativeness","Bear","t6","t16","inner","t16","left","1","false",9756,0,"t6",4.63561643835616
"184","4","180725_4_inf","4","informativeness","Beaver","t7","t12","inner","t7","left","2","true",9968,1,"t7",4.63561643835616
"185","5","180725_4_inf","4","informativeness","Sheep","t4","t17","outer","t4","left","3","false",10733,1,"t4",4.63561643835616
"186","6","180725_4_inf","4","informativeness","Cat","t2","t1","inner","t2","right","4","true",9475,0,"t1",4.63561643835616
"187","7","180725_4_inf","4","informativeness","Dog","t5","t14","outer","t5","right","5","false",8299,0,"t14",4.63561643835616
"188","8","180725_4_inf","4","informativeness","Frog","t3","t8","inner","t3","right","6","true",10901,0,"t8",4.63561643835616
"189","9","180725_4_inf","4","informativeness","Tiger","t11","t10","inner","t11","left","7","false",9588,1,"t11",4.63561643835616
"190","10","180725_4_inf","4","informativeness","Bunny","t9","t15","outer","t9","right","8","true",8970,0,"t15",4.63561643835616
"191","1","180725_5_inf","3","informativeness","Elephant","car","bear","inner","car","left","train","false",15609,1,"car",3.33972602739726
"192","2","180725_5_inf","3","informativeness","Pig","duck","ball","outer","ball","right","train","false",10667,1,"ball",3.33972602739726
"193","3","180725_5_inf","3","informativeness","Monkey","t8","t11","inner","t11","right","1","false",12903,1,"t11",3.33972602739726
"194","4","180725_5_inf","3","informativeness","Tiger","t2","t4","inner","t4","right","2","true",13083,1,"t4",3.33972602739726
"195","5","180725_5_inf","3","informativeness","Dog","t17","t6","inner","t6","right","3","true",15482,1,"t6",3.33972602739726
"196","6","180725_5_inf","3","informativeness","Sheep","t14","t12","inner","t14","left","4","false",12286,1,"t14",3.33972602739726
"197","7","180725_5_inf","3","informativeness","Pig","t15","t9","inner","t9","right","5","false",11723,1,"t9",3.33972602739726
"198","8","180725_5_inf","3","informativeness","Cat","t5","t10","outer","t10","left","6","true",12442,0,"t5",3.33972602739726
"199","9","180725_5_inf","3","informativeness","Frog","t16","t7","outer","t7","left","7","false",12963,0,"t16",3.33972602739726
"200","10","180725_5_inf","3","informativeness","Mouse","t3","t1","outer","t1","left","8","true",13772,0,"t3",3.33972602739726
"201","1","180726_10_inf","2","informativeness","Elephant","car","bear","inner","car","left","train","false",11966,1,"car",2.78082191780822
"202","2","180726_10_inf","2","informativeness","Pig","duck","ball","outer","ball","right","train","false",13689,1,"ball",2.78082191780822
"203","3","180726_10_inf","2","informativeness","Bear","t14","t8","inner","t14","left","1","true",19637,1,"t14",2.78082191780822
"204","4","180726_10_inf","2","informativeness","Frog","t12","t7","outer","t12","right","2","false",12364,0,"t7",2.78082191780822
"205","5","180726_10_inf","2","informativeness","Elephant","t16","t17","outer","t16","left","3","false",13811,1,"t16",2.78082191780822
"206","6","180726_10_inf","2","informativeness","Pig","t9","t1","inner","t1","right","4","true",8764,1,"t1",2.78082191780822
"207","7","180726_10_inf","2","informativeness","Monkey","t15","t5","outer","t5","left","5","false",8284,0,"t15",2.78082191780822
"208","8","180726_10_inf","2","informativeness","Bunny","t10","t3","outer","t3","right","6","true",9685,1,"t3",2.78082191780822
"209","9","180726_10_inf","2","informativeness","Mouse","t11","t4","outer","t4","right","7","true",10576,1,"t4",2.78082191780822
"210","10","180726_10_inf","2","informativeness","Dog","t6","t2","inner","t2","left","8","false",8719,0,"t6",2.78082191780822
"211","1","180726_11_inf","4","informativeness","Elephant","car","bear","inner","car","left","train","false",11559,1,"car",4.71232876712329
"212","2","180726_11_inf","4","informativeness","Pig","duck","ball","outer","ball","right","train","false",11085,1,"ball",4.71232876712329
"213","3","180726_11_inf","4","informativeness","Dog","t4","t15","inner","t15","right","1","true",11740,1,"t15",4.71232876712329
"214","4","180726_11_inf","4","informativeness","Monkey","t8","t10","inner","t8","left","2","false",10754,1,"t8",4.71232876712329
"215","5","180726_11_inf","4","informativeness","Bear","t3","t16","inner","t3","right","3","false",13268,0,"t16",4.71232876712329
"216","6","180726_11_inf","4","informativeness","Bunny","t12","t14","outer","t12","right","4","true",10733,0,"t14",4.71232876712329
"217","7","180726_11_inf","4","informativeness","Frog","t7","t11","inner","t7","left","5","true",11149,1,"t7",4.71232876712329
"218","8","180726_11_inf","4","informativeness","Cat","t5","t1","outer","t5","left","6","false",12476,1,"t5",4.71232876712329
"219","9","180726_11_inf","4","informativeness","Sheep","t9","t2","inner","t9","right","7","true",9494,0,"t2",4.71232876712329
"220","10","180726_11_inf","4","informativeness","Tiger","t6","t17","outer","t6","left","8","false",8177,1,"t6",4.71232876712329
"221","1","180726_1_inf"," 2","informativeness","Elephant","car","bear","inner","car","left","train","false",15522,1,"car",2.53972602739726
"222","2","180726_1_inf"," 2","informativeness","Pig","duck","ball","outer","ball","right","train","false",12255,1,"ball",2.53972602739726
"223","3","180726_1_inf"," 2","informativeness","Bear","t15","t1","inner","t1","left","1","true",48485,0,"t15",2.53972602739726
"224","4","180726_1_inf"," 2","informativeness","Tiger","t10","t17","outer","t10","right","2","false",9711,0,"t17",2.53972602739726
"225","5","180726_1_inf"," 2","informativeness","Mouse","t7","t3","inner","t7","right","3","false",12559,0,"t3",2.53972602739726
"226","6","180726_1_inf"," 2","informativeness","Cat","t14","t2","outer","t14","left","4","true",10276,1,"t14",2.53972602739726
"227","7","180726_1_inf"," 2","informativeness","Beaver","t11","t4","inner","t11","left","5","false",8282,1,"t11",2.53972602739726
"228","8","180726_1_inf"," 2","informativeness","Sheep","t8","t5","outer","t5","right","6","true",11566,1,"t5",2.53972602739726
"229","9","180726_1_inf"," 2","informativeness","Dog","t6","t12","outer","t12","right","7","false",8138,1,"t12",2.53972602739726
"230","10","180726_1_inf"," 2","informativeness","Bunny","t16","t9","outer","t9","left","8","true",8183,0,"t16",2.53972602739726
"231","1","180726_2_inf","2","informativeness","Elephant","car","bear","inner","car","left","train","false",15326,1,"car",2.58356164383562
"232","2","180726_2_inf","2","informativeness","Pig","duck","ball","outer","ball","right","train","false",13780,1,"ball",2.58356164383562
"233","3","180726_2_inf","2","informativeness","Pig","t17","t2","inner","t17","right","1","false",14054,0,"t2",2.58356164383562
"234","4","180726_2_inf","2","informativeness","Elephant","t5","t9","outer","t5","right","2","true",12413,0,"t9",2.58356164383562
"235","5","180726_2_inf","2","informativeness","Monkey","t11","t1","outer","t11","left","3","false",15460,1,"t11",2.58356164383562
"236","6","180726_2_inf","2","informativeness","Bunny","t12","t3","inner","t3","left","4","true",14653,0,"t12",2.58356164383562
"237","7","180726_2_inf","2","informativeness","Tiger","t10","t14","outer","t14","left","5","true",14791,0,"t10",2.58356164383562
"238","8","180726_2_inf","2","informativeness","Bear","t16","t4","inner","t4","right","6","false",10814,1,"t4",2.58356164383562
"239","9","180726_2_inf","2","informativeness","Sheep","t15","t6","inner","t15","right","7","false",12435,0,"t6",2.58356164383562
"240","10","180726_2_inf","2","informativeness","Dog","t8","t7","inner","t8","left","8","true",11819,1,"t8",2.58356164383562
"241","1","180726_3_inf","2","informativeness","Elephant","car","bear","inner","car","left","train","false",16916,1,"car",2.47671232876712
"242","2","180726_3_inf","2","informativeness","Pig","duck","ball","outer","ball","right","train","false",17524,1,"ball",2.47671232876712
"243","3","180726_3_inf","2","informativeness","Bunny","t9","t10","inner","t9","left","1","true",14207,1,"t9",2.47671232876712
"244","4","180726_3_inf","2","informativeness","Mouse","t5","t8","inner","t8","right","2","false",10787,1,"t8",2.47671232876712
"245","5","180726_3_inf","2","informativeness","Frog","t6","t2","outer","t6","right","3","true",14825,0,"t2",2.47671232876712
"246","6","180726_3_inf","2","informativeness","Dog","t16","t17","outer","t16","left","4","false",16800,1,"t16",2.47671232876712
"247","7","180726_3_inf","2","informativeness","Monkey","t11","t1","inner","t1","right","5","false",17447,1,"t1",2.47671232876712
"248","8","180726_3_inf","2","informativeness","Bear","t14","t4","outer","t4","left","6","true",12088,0,"t14",2.47671232876712
"249","9","180726_3_inf","2","informativeness","Elephant","t12","t7","inner","t7","right","7","true",15545,1,"t7",2.47671232876712
"250","10","180726_3_inf","2","informativeness","Sheep","t15","t3","inner","t15","left","8","false",12483,1,"t15",2.47671232876712
"251","1","180726_4_inf","2","informativeness","Elephant","car","bear","inner","bear","left","train","false",10644,0,"car",2.38630136986301
"252","2","180726_4_inf","2","informativeness","Pig","duck","ball","outer","ball","right","train","false",10610,1,"ball",2.38630136986301
"253","3","180726_4_inf","2","informativeness","Bunny","t8","t9","outer","t9","right","1","true",15104,1,"t9",2.38630136986301
"254","4","180726_4_inf","2","informativeness","Bear","t4","t10","inner","t4","left","2","false",13069,1,"t4",2.38630136986301
"255","5","180726_4_inf","2","informativeness","Cat","t5","t12","outer","t12","left","3","false",20354,0,"t5",2.38630136986301
"256","6","180726_4_inf","2","informativeness","Beaver","t1","t16","inner","t1","right","4","true",15390,0,"t16",2.38630136986301
"257","7","180726_4_inf","2","informativeness","Sheep","t6","t11","inner","t11","right","5","false",8598,1,"t11",2.38630136986301
"258","8","180726_4_inf","2","informativeness","Tiger","t7","t17","inner","t7","left","6","true",21584,1,"t7",2.38630136986301
"259","9","180726_4_inf","2","informativeness","Monkey","t2","t15","inner","t2","left","7","false",16235,1,"t2",2.38630136986301
"260","10","180726_4_inf","2","informativeness","Dog","t3","t14","outer","t14","right","8","true",13108,1,"t14",2.38630136986301
"261","1","180726_5_inf","2","informativeness","Elephant","car","bear","inner","car","left","train","false",15875,1,"car",2.12328767123288
"262","2","180726_5_inf","2","informativeness","Pig","duck","ball","outer","ball","right","train","false",15432,1,"ball",2.12328767123288
"263","3","180726_5_inf","2","informativeness","Frog","t15","t12","outer","t15","left","1","true",12875,1,"t15",2.12328767123288
"264","4","180726_5_inf","2","informativeness","Dog","t4","t9","outer","t9","right","2","false",78113,1,"t9",2.12328767123288
"265","5","180726_5_inf","2","informativeness","Mouse","t7","t10","outer","t10","right","3","true",17438,1,"t10",2.12328767123288
"266","6","180726_5_inf","2","informativeness","Monkey","t2","t11","outer","t2","right","4","false",13017,0,"t11",2.12328767123288
"267","7","180726_5_inf","2","informativeness","Beaver","t5","t16","outer","t16","left","5","false",27607,0,"t5",2.12328767123288
"268","8","180726_5_inf","2","informativeness","Elephant","t8","t17","outer","t17","right","6","true",16296,1,"t17",2.12328767123288
"269","9","180726_5_inf","2","informativeness","Bear","t6","t3","inner","t6","left","7","false",35568,1,"t6",2.12328767123288
"270","10","180726_5_inf","2","informativeness","Tiger","t1","t14","inner","t1","left","8","true",95652,1,"t1",2.12328767123288
"271","1","180726_6_inf_1","4","informativeness","Elephant","car","bear","inner","car","left","train","false",8464,1,"car",4.43013698630137
